bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
33488,Conan and the Demons of Khitai,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,3.31,159307543X,9781593075439,eng,90,130,16,7/25/2006,Dark Horse Books
18770,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26,0060084383,9780060084387,eng,847,588,56,7/23/2002,Harper Perennial
3564,The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,0195421167,9780195421163,eng,410,184,22,11/4/2004,Oxford University Press  USA
12022,A Song Of Stone,Iain Banks,3.17,0316640166,9780316640169,eng,280,78,10,1/1/2009,Little Brown
34262,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,4.03,078684907X,9780786849079,eng,452,66017,4284,5/1/2006,Disney-Hyperion
8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,0330491237,9780330491235,eng,167,93997,1394,3/8/2002,Picador USA
40919,Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,3.72,0922915997,9780922915996,eng,260,436,95,6/1/2005,Feral House
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,1932073205,9781932073201,en-US,240,39947,1622,4/13/2006,HJ Kramer
5575,Cradle and All,James Patterson,3.86,0446609404,9780446609401,eng,384,27869,869,2/1/2001,Vision
6367,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,3.81,0060595361,9780060595364,eng,384,1614,167,8/31/2004,Avon
41909,Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling/Sevin Okyay,4.42,3570211029,9783570211021,tur,403,1000,41,10/1/2001,Yapı Kredi Yayınları
15047,The Passion,Jeanette Winterson,4.11,0802135226,9780802135223,eng,176,15572,1008,8/7/1997,Grove Press
23709,Maison Ikkoku  Volume 11 (Maison Ikkoku  #11),Rumiko Takahashi,4.28,159116804X,9781591168041,eng,232,252,4,6/7/2005,VIZ Media LLC
21705,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,3.84,0060582502,9780060582500,en-US,448,635,57,9/5/2006,Harper Paperbacks
42002,Millie's Fling,Jill Mansell,3.75,0747264864,9780747264866,en-GB,512,8052,463,8/16/2001,Headline Review
18361,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin/Gunther Stuhlmann,4.13,0151000883,9780151000883,eng,448,196,6,5/15/1995,Houghton Mifflin Harcourt
42933,Tai-Pan (Asian Saga  #2),James Clavell,4.27,0440184622,9780440184621,eng,734,39315,778,9/1/2009,Dell
22399,Invisible,Pete Hautman,3.84,0689869037,9780689869037,eng,160,2311,347,11/28/2006,Simon Pulse
41697,Cyclops (Dirk Pitt  #8),Clive Cussler,3.87,0671704648,9780671704643,eng,473,11750,216,12/1/1986,Pocket Books
31938,Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,0451528301,9780451528308,en-US,592,95,11,3/1/2002,Signet
32428,Shadow Fires,Leigh Nichols/Dean Koontz,3.78,0425136981,9780425136980,eng,528,9553,167,6/1/1993,Berkley
25017,Krakatoa: The Day the World Exploded: August 27  1883,Simon Winchester,3.87,0060838590,9780060838591,eng,464,15680,1074,7/5/2005,Harper Perennial
34895,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,4.14,0744005833,9780744005837,eng,240,35,0,11/8/2005,BradyGames
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,0140449116,9780140449112,eng,324,2543,167,1/30/2003,Penguin Classics
32534,October Light,John Gardner/Tom Bissell,3.88,0811216373,9780811216371,eng,399,843,61,10/17/2005,New Directions
26092,Double Identity,Margaret Peterson Haddix,4.02,0689873743,9780689873744,eng,224,276,52,10/1/2005,Simon  Schuster Books for Young Readers
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,4.49,0141180366,9780141180366,eng,374,181,43,10/2/2003,Penguin
24666,Tales of the Norse Gods,Barbara Leonie Picard/Rosamund Fowler,4.05,0192751166,9780192751164,en-GB,160,43,4,3/22/2001,Oxford University Press  USA
8544,Trial Run,Dick Francis,3.83,0425199835,9780425199831,eng,272,2004,54,9/7/2004,G.P. Putnam's Sons
8373,El Reino Animal,Sergio Ramírez,3.69,9707705736,9789707705739,spa,256,16,4,7/1/2006,Alfaguara
30938,Helena,Evelyn Waugh/George Weigel/Amy Welborn,3.6,082942122X,9780829421224,eng,264,772,82,3/1/2005,Loyola Classics
36047,Exemplary Novels IV: Lady Cornelia  the Deceitful Marriage  the Dialogue of the Dogs,Miguel de Cervantes Saavedra/John Macklin,4.2,0856684988,9780856684982,eng,167,4,2,1/1/1992,Aris & Phillips
16328,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,4.24,1579126278,9781579126278,eng,288,103149,5659,9/1/2006,Black Dog & Leventhal Publishers
2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,0062545035,9780062545039,en-CA,246,5236,506,1/1/1984,HarperOne
41689,The Key to Rebecca,Ken Follett/Arto Häilä,3.89,0451207793,9780451207791,eng,352,19339,615,2/4/2003,NAL
10460,The Children on the Top Floor,Noel Streatfeild,3.79,0440412242,9780440412243,en-GB,180,148,17,7/1/1985,Yearling
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,0804721289,9780804721288,en-US,224,17,2,9/1/1993,Stanford University Press
32323,Blame! #1,Tsutomu Nihei,4.1,2723431029,9782723431026,fre,245,18,5,3/20/2000,Glénat
32016,The Gospel According to Job,Mike Mason,4.46,158134449X,9781581344493,eng,448,138,19,10/3/2002,Crossway Books
19377,Collected Tales  Sketches  Speeches  & Essays 1852–1890,Mark Twain/Louis J. Budd,4.29,0940450364,9780940450363,eng,1120,67,6,10/15/1992,Library of America
13836,Wild Magic (Immortals  #1),Tamora Pierce,4.32,1416903437,9781416903437,eng,362,61677,1448,6/1/2005,Simon Pulse
22911,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,3.75,0805210644,9780805210644,eng,336,17981,522,7/2/1996,Schocken
22409,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,4.19,1563894890,9781563894893,en-US,240,4270,67,3/1/1999,Vertigo
7103,The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,4.03,0618056831,9780618056835,en-US,464,2090,123,5/25/2000,Mariner Books
6625,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,4.13,1416510877,9781416510871,eng,352,12509,340,2/7/2006,Gallery Books
44164,Maigret Loses His Temper (Maigret  #61),Georges Simenon,3.83,0156028476,9780156028479,eng,144,370,26,6/16/2003,Mariner Books
10909,The Tenth Circle,Jodi Picoult,3.5,074349671X,9780743496711,eng,416,108646,5039,10/24/2006,Allen & Ulwin
2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86,1853991147,9781853991141,eng,127,7,1,6/1/1991,Bristol Classical Press
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,0375725784,9780375725784,eng,485,157572,8463,2/13/2001,Vintage
19088,The Politics and The Constitution of Athens,Aristotle/Stephen Everson,3.98,0521484006,9780521484008,eng,327,407,12,10/13/1996,Cambridge University Press
25806,1000 Rings: Inspiring Adornments for the Hand,Marthe Le Van/Robert W. Ebendorf/Lark Books,4.23,1579905080,9781579905088,eng,416,82,9,8/1/2004,Lark Books
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,0811201120,9780811201124,eng,217,981,52,2/1/1964,New Directions Publishing
44350,Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,0060594357,9780060594350,en-US,304,413,5,7/6/2004,HarperTeen
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,0766144739,9780766144736,eng,184,9,0,4/7/2003,Kessinger Publishing
43166,Practical DV Filmmaking,Russell Evans,3.46,0240807383,9780240807386,en-US,408,9,0,11/1/2005,Focal Press
763,Cien años de soledad,Gabriel García Márquez,4.07,0307350428,9780307350428,spa,496,130,5,2/7/2006,Plaza y Janes
42430,Dune (Dune #1),Frank Herbert/Domingo Santos,4.22,849759682X,9788497596824,spa,702,565,93,10/30/2003,Debolsillo
17122,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,4.35,1883398290,9781883398293,eng,112,115,4,11/4/1997,Morpheus International
17188,Invisible Man,Ralph Ellison,3.86,0679723137,9780679723134,eng,581,334,44,1/12/1990,Vintage
30836,Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today),Augustine of Hippo,4.67,1569550344,9781569550342,eng,158,6,1,12/31/1998,Servant Publications
41046,Romanticism,Hugh Honour,3.75,0064300897,9780064300896,eng,416,42,2,8/15/1979,Westview Press
23393,Reunion (Pip & Flinx #8),Alan Dean Foster,3.87,0345418689,9780345418685,eng,352,1366,33,2/26/2002,Del Rey
36956,Grizzwold,Syd Hoff,3.82,0064440575,9780064440578,eng,64,214,23,9/5/1984,HarperCollins
32527,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,0553584537,9780553584530,eng,451,44349,1850,12/27/2005,Bantam
42078,Ukraine,Sarah Johnstone,3.91,186450336X,9781864503364,eng,216,27,5,7/1/2005,Lonely Planet
39173,Breaking Free from Compulsive Eating,Geneen Roth,4.01,0452270847,9780452270848,eng,224,182,12,9/1/1993,Plume
43888,The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3),Terry Goodkind,4.29,0812575601,9780812575606,en-US,2480,4196,81,11/15/1998,Tor Books
34816,A Matter of Trust (Justice  #0),Radclyffe,4.21,1933110333,9781933110332,eng,240,942,26,2/1/2006,Bold Strokes Books
22287,Choke,Chuck Palahniuk,3.7,0099422689,9780099422686,en-GB,293,1557,115,8/1/2002,Vintage
39245,The Magic Journey,John     Nichols,3.91,0805063390,9780805063394,eng,528,449,28,2/15/2000,Holt Paperbacks
37656,The Turtle (The Lighthouse Family  #4),Cynthia Rylant/Preston McDaniels,4.07,0689863128,9780689863127,eng,48,155,13,2/1/2006,Beach Lane Books
27326,The Wall,John Hersey,4.28,0394756967,9780394756967,eng,640,1829,57,3/12/1988,Vintage Books
34558,Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,4.0,080652569X,9780806525693,eng,193,997,117,7/1/2004,Citadel
29680,The Coen Brothers: Interviews,William Rodney Allen,3.82,1578068894,9781578068890,eng,208,73,3,8/18/2006,University Press of Mississippi
42308,The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren/Tony Ross,4.25,0192753371,9780192753373,en-GB,378,217,16,10/9/2003,Oxford University Press
38473,Blues for Mister Charlie,James Baldwin,4.13,0679761780,9780679761785,eng,144,1202,80,4/25/1995,Vintage
38551,The Pursuit of History,John Tosh/Sean Lang,3.46,1405823518,9781405823517,en-US,357,374,17,2/1/2006,Longman Publishing Group
32979,The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,3.99,1557091552,9781557091550,eng,210,53304,2118,9/1/1991,Applewood Books
29919,Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground,Jeff Shaara,4.11,0345464885,9780345464880,eng,288,584,59,4/25/2006,Ballantine Books
3582,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,0393059162,9780393059168,eng,1878,1411,54,11/30/2004,W. W. Norton & Company
25449,The Cave,Robert Penn Warren/James H. Justus/Xavier Pàmies,3.73,0813191556,9780813191553,eng,424,95,16,2/24/2006,University Press of Kentucky
24297,At the Edge of the World (Crispin  #2),Avi,3.69,078685152X,9780786851522,en-US,234,2566,254,8/8/2006,Little  Brown Books for Young Readers
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,051712436X,9780517124369,eng,527,914,8,5/28/1995,Wings Books
43739,Iron Man: Extremis,Warren Ellis/Adi Granov,4.09,0785122583,9780785122586,eng,160,10792,290,2/14/2007,Marvel
31345,Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,3.74,0312941463,9780312941468,en-US,281,9285,404,4/3/2007,St. Martin's Press
21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,3.5,1585004847,9781585004843,eng,292,50,4,12/19/1999,Authorhouse
41121,Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,3.69,0553585819,9780553585810,eng,640,2099,155,1/30/2007,Spectra
38619,Magic Bites (Kate Daniels  #1),Ilona Andrews,4.07,0441014895,9780441014897,eng,261,86675,5395,3/27/2007,Ace
5207,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,006019491X,9780060194918,eng,399,1005,95,10/6/1999,Harper
4738,Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,9781553650430,eng,144,332,9,5/10/2004,Douglas  McIntyre
39771,Ruby Gloom's Guide to Friendship,Matt Riser/Martin Hsu,4.36,0810958627,9780810958623,eng,72,38,4,5/1/2005,Harry N. Abrams
5414,'Salem's Lot,Stephen King/Ron McLarty,4.02,0743536967,9780743536967,eng,17,227,54,1/19/2004,Simon & Schuster Audio
30382,Tiger Prince,Erin St. Claire/Sandra Brown,3.78,155166531X,9781551665313,eng,304,2275,75,9/24/1999,MIRA
27763,Cold Sleep (Cold Series #1),Narise Konohara/Nanao Saikawa/Douglas W. Dlin,3.73,1569708878,9781569708873,eng,226,278,14,8/9/2006,Digital Manga Publishing
19432,Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.8,0590849026,9780590849029,en-US,67,741,26,11/1/1996,Scholastic
27520,Katy and the Big Snow (Book & Cassette),Virginia Lee Burton,4.24,0395959918,9780395959916,eng,40,0,0,8/30/1999,Houghton Mifflin Harcourt
2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,0156013037,9780156013031,eng,64,3331,242,10/5/2000,Mariner Books
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,0441172695,9780441172696,eng,331,97494,2359,7/15/1987,Ace Books
19022,Valparaiso,Don DeLillo,3.33,033042694X,9780330426947,eng,107,383,21,4/1/2004,Pan MacMillan
33453,You Suck (A Love Story  #2),Christopher Moore,3.83,0060590297,9780060590291,eng,328,42028,2416,1/16/2007,William Morrow
13508,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,3.96,156584100X,9781565841000,eng,384,402,55,8/4/1995,The New Press
29842,Forgotten New York: Views of a Lost Metropolis,Kevin   Walsh,4.16,0060754001,9780060754006,eng,384,200,20,9/26/2006,Collins Reference
16535,Strange Relations,Philip José Farmer,3.71,1416509348,9781416509349,eng,476,291,14,2/7/2006,Baen Books
36311,Great Short Works,Edgar Allan Poe/Gary Richard Thompson,4.26,006083093X,9780060830939,en-US,576,683,13,11/28/1970,Harper Perennial
31178,Back When We Were Grownups,Anne Tyler,3.52,0345477243,9780345477248,eng,336,15040,1239,10/26/2004,Ballantine Books
4108,I Blink: And Other Questions About My Body,Brigid Avison,3.92,0753456109,9780753456101,eng,32,36,1,4/25/2003,Kingfisher
37477,Happiness,Will Ferguson,3.79,006052510X,9780060525101,eng,320,2256,182,6/3/2003,HarperPerennial
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,0140137343,9780140137347,eng,304,51,2,7/30/1998,Penguin
3758,Casino Royale (James Bond  #1),Ian Fleming,3.73,014200202X,9780142002025,eng,181,48961,2823,8/27/2002,Penguin
5372,Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.87,0786937424,9780786937424,eng,336,2637,64,7/1/2005,Wizards of the Coast
17297,1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,4.41,0807615323,9780807615324,eng,174,17,0,5/17/2004,George Braziller Inc.
14236,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3.69,1843540703,9781843540700,eng,449,3261,384,3/15/2003,Atlantic Books
20552,Selected Speeches and Writings,Abraham Lincoln/Gore Vidal,4.22,0679737316,9780679737315,eng,515,172,12,2/18/1992,Vintage Books USA
29514,The Lost Continent,Edgar Rice Burroughs,3.68,1600961509,9781600961502,eng,108,1235,59,7/30/2008,Waking Lion Press
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,0393959465,9780393959468,en-US,464,40,5,1/17/1992,W.W. Norton & Company
15196,Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1),Art Spiegelman,4.34,0394541553,9780394541556,eng,159,203013,4873,11/1/1991,Pantheon Books
18655,Shopgirl,Steve Martin,3.43,0786866586,9780786866588,eng,130,1229,147,9/11/2000,Hyperio
24335,The Trumpet of the Swan,E.B. White/Fred Marcellino,4.08,0064408671,9780064408677,eng,252,63915,1825,10/3/2000,HarperCollins
21315,Diary of a Spider,Doreen Cronin/Harry Bliss,4.25,0060001534,9780060001537,en-US,40,8134,292,7/26/2005,HarperCollins
34270,The Callahan Chronicals (Callahan's #1-3),Spider Robinson,4.31,0812539370,9780812539370,eng,416,2326,93,10/15/1997,Tor
6551,Herzog,Saul Bellow/Philip Roth,3.78,0142437298,9780142437292,eng,371,16550,813,2/25/2003,Penguin Classics
11518,L'Épée de Darwin,Dan Simmons/Guy Abadia,3.33,2268043185,9782268043180,fre,436,3,0,11/20/2002,Éditions du Rocher
18646,Galileo's Daughter: A Historical Memoir of Science  Faith and Love,Dava Sobel,3.76,0140280553,9780140280555,eng,420,24290,1323,11/1/2000,Penguin Books (NYC)
29324,The Catswold Portal,Shirley Rousseau Murphy,4.06,0060765402,9780060765408,eng,432,888,69,1/25/2005,Harper Voyager
14981,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges/James E. Irby/Donald A. Yates/André Maurois,4.46,0141184841,9780141184845,eng,287,934,82,9/28/2000,Penguin
35180,Alien Nation,Alan Dean Foster,3.55,0446352640,9780446352642,eng,217,227,10,7/1/1988,Warner Books
33722,The Undomestic Goddess,Sophie Kinsella,3.83,0385338694,9780385338691,eng,404,235032,6613,4/25/2006,Dial Press Trade Paperback
43704,The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,3.8,0330373579,9780330373579,eng,243,23,7,5/4/2001,Picador USA
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,042518238X,9780425182383,eng,368,3709,169,4/1/2001,Berkley Publishing
7740,Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,3.97,1402726627,9781402726620,eng,160,933,26,3/28/2006,Sterling
22835,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,4.11,1591162866,9781591162865,eng,200,1102,19,8/17/2004,VIZ Media LLC
28400,Combray (Remembrance of Things Past  #1),Stéphane Heuet/Marcel Proust/Joe  Johnson,3.79,1561632899,9781561632893,eng,72,36,9,1/1/2001,Nantier Beall Minoustchine Publishing
6680,Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,4.04,0882896458,9780882896458,eng,640,307,23,5/31/1987,Pelican Publishing
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,0061122092,9780061122095,eng,208,70760,2702,5/23/2006,HarperOne
15351,The Return of the Shadow: The History of The Lord of the Rings  Part One (The History of Middle-Earth  #6),J.R.R. Tolkien/Christopher Tolkien,4.03,061808357X,9780618083572,eng,512,2343,92,9/1/2000,Houghton Mifflin
25055,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald/Hilary Knight,4.46,0060248122,9780060248123,eng,392,922,86,6/15/1995,HarperCollins
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,0613359607,9780613359603,spa,254,142,12,3/6/2001,Turtleback Books
2942,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,0486404889,9780486404882,eng,733,577,36,1/26/1999,Dover Publications
22931,Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,0515130990,9780515130997,en-US,295,1421,68,7/1/2001,Jove
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9781400034543,eng,533,397,47,10/12/2004,Vintage
44538,Life Mask,Emma Donoghue,3.5,0156032643,9780156032643,eng,672,1883,185,9/5/2005,Mariner Books
23926,Complete Poems (Library of Classic Poets),Edgar Allan Poe,4.17,0517082454,9780517082454,en-US,128,198,11,3/20/2001,Gramercy
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822,eng,178,203,8,7/1/1999,One World (UK)
9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,0375752196,9780375752193,eng,749,1032,162,11/3/1998,Modern Library
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,1400052939,9781400052936,eng,271,212,18,10/19/2004,Crown Publishing Group (NY)
36313,Tales,H.P. Lovecraft/Peter Straub,4.34,1931082723,9781931082723,eng,838,2525,174,2/3/2005,Library of America
30036,Elric of Melniboné (The Elric Saga  #1),Michael Moorcock,3.89,0441203981,9780441203987,eng,181,20559,682,7/15/1987,Ace Books
3733,Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4.2,0940450097,9780940450097,eng,1436,1031,72,4/15/1983,Library of America
23703,Maison Ikkoku  Volume 15 (Maison Ikkoku  #15),Rumiko Takahashi,4.36,1421502798,9781421502793,en-US,208,257,11,2/14/2006,VIZ Media LLC
11507,My Name Is Asher Lev,Chaim Potok,4.21,1400031044,9781400031047,eng,369,32785,2398,3/11/2003,Anchor
29253,Here We All Are,Ram Dass/Richard Alpert,4.21,1401910440,9781401910440,en-GB,0,61,6,12/15/2005,Hay House
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,0751506435,9780751506433,eng,367,376,17,6/1/1994,Little  Brown Book Group
9915,Less Than Zero,Bret Easton Ellis,3.58,0679781498,9780679781493,eng,208,55900,2543,6/9/2010,Vintage Books
12532,For the Time Being,Annie Dillard,4.16,0375703470,9780375703478,en-US,205,3172,380,2/8/2000,Vintage
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,0553285556,9780553285550,eng,152,406,5,6/1/1990,Bantam
1976,Den of Thieves (Cat Royal  #3),Julia Golding,4.21,1405228180,9781405228183,eng,416,1432,61,1/31/2007,Egmont Books Ltd
30659,Meditations,Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,4.23,0140449337,9780140449334,eng,303,76332,3206,4/27/2006,Penguin Books
17619,The Negro,W.E.B. Du Bois/Robert Gregg,4.32,0812217756,9780812217759,eng,284,29,4,5/22/2001,University of Pennsylvania Press
24431,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,4.27,0439968089,9780439968089,eng,453,43090,800,9/17/2004,Scholastic Press
5210,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,0743272935,9780743272933,eng,357,4080,501,9/15/2004,Washington Square Press
15888,An Instance of the Fingerpost,Iain Pears,3.94,1573227951,9781573227957,eng,691,19134,1081,4/1/2000,Riverhead Books
5314,The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13,1592241336,9781592241330,eng,168,14,3,9/1/2004,Wildside Press
8077,Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett/Ron Barrett,4.11,1595191356,9781595191359,eng,32,0,0,10/30/1991,Live Oak Media
33671,Virgin,James Patterson,3.86,0070488207,9780070488205,eng,210,307,28,1/1/1980,McGraw-Hill Companies
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,1591164591,9781591164593,eng,200,891,13,8/10/2004,VIZ Media LLC
16334,The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,3.56,1572704977,9781572704978,eng,0,1824,89,1/11/2006,AudioGO
14403,The Story of Ruby Bridges,Robert Coles/George Ford,4.43,0439598443,9780439598446,eng,32,11403,605,6/1/2004,Scholastic Paperbacks
25804,Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows  #2),Satoru Kannagi/Hotaru Odagiri,3.94,1569708851,9781569708859,eng,242,529,17,7/5/2006,Digital Manga Publishing
26448,The Odyssey (New Translations from Antiquity),Homer/Edward McCrorie/Richard P. Martin,3.76,0801868548,9780801868542,grc,472,6,1,4/8/2004,Johns Hopkins University Press
6678,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4.08,0141311428,9780141311425,eng,209,17327,992,4/5/2001,Puffin
21613,Worlds Enough and Time (Worlds #3),Joe Haldeman,3.7,0688090257,9780688090258,eng,332,336,13,5/1/1992,William Morrow & Company
14265,Under the Glacier,Halldór Laxness/Magnus Magnusson,3.59,1400034418,9781400034413,eng,240,1577,181,3/8/2005,Vintage
43994,Trapped (Mississippi #2),Greg Iles,4.0,0451207505,9780451207500,en-US,434,320,19,8/27/2002,Signet
7071,My Movie Business: A Memoir,John Irving,3.34,0345441303,9780345441300,eng,222,1113,60,10/10/2000,Ballantine Books
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,0618346252,9780618346257,eng,398,2128944,13670,9/5/2003,Houghton Mifflin Harcourt
13834,The Realms of the Gods (Immortals  #4),Tamora Pierce,4.32,141690817X,9781416908173,eng,347,46937,665,1/1/2006,Simon Pulse
3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,9780670037773,eng,514,32370,4212,8/3/2006,Penguin Books Ltd
13943,The Secret Lives of Men and Women: A PostSecret Book,Frank Warren,4.37,0061198757,9780061198755,en-GB,144,5406,237,1/9/2007,William Morrow
27451,The Great Gatsby,F. Scott Fitzgerald/Matthew J. Bruccoli,3.91,0684801523,9780684801520,eng,216,9844,1050,6/1/1995,Scribner
19797,The Power of Art,Simon Schama,3.88,0061176109,9780061176104,en-US,448,15804,96,11/10/2006,Ecco
1315,The Afghan Campaign,Steven Pressfield,3.96,038551641X,9780385516419,eng,354,3002,198,7/1/2006,Doubleday Books
33574,Hawkes Harbor,S.E. Hinton,3.13,0765344726,9780765344724,en-US,289,2157,288,10/1/2005,Tor Books
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/Renée Graef,4.15,0064407144,9780064407144,eng,321,1480,39,5/8/2001,HarperTrophy
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,0345455290,9780345455291,eng,298,22091,746,4/26/2005,Del Rey
14183,The Philip K. Dick Reader,Philip K. Dick,4.28,0806518561,9780806518565,eng,422,2760,158,4/1/2001,Citadel
